X,S,F,SM,FM,B
100000,31.202003,3888.37,27328.0,835.0,101
200000,31.448984,8364.173,26212.0,835.0,101
400000,2.3229997,15864.326,14260.0,835.0,18
600000,2.082,24619.201,9372.0,835.0,16
